waveTime,significant_wave_height (m)
1601613000,0.47
1601614800,0.51
1601616600,0.76
1601618400,0.69
1601620200,0.59
1601622000,0.65
1601623800,0.67
1601625600,0.65
1601627400,0.63
1601629200,0.66
1601631000,0.56
1601632800,0.56
1601634600,0.57
1601636400,0.48
1601638200,0.47
1601640000,0.44
1601641800,0.42
1601643600,0.53
1601645400,0.56
1601647200,0.62
1601649000,0.64
1601650800,0.74
1601652600,0.77
1601654400,0.61
1601656200,0.59
1601658000,0.56
1601659800,0.68
1601661600,0.61
1601663400,0.67
1601665200,0.72
1601667000,0.87
1601668800,0.85
1601670600,0.83
1601672400,0.81
1601674200,0.78
1601676000,0.62
1601677800,0.57
1601679600,0.51
1601681400,0.5
1601683200,0.57
1601685000,0.55
1601686800,0.57
1601688600,0.52
1601690400,0.55
1601692200,0.56
1601694000,0.62
1601695800,0.62
1601697600,0.64
1601699400,0.65
1601701200,0.51
1601703000,0.51
1601704800,0.53
1601706600,0.69
1601708400,0.67
1601710200,0.78
1601712000,0.72
1601713800,0.62
1601715600,0.59
1601717400,0.57
1601719200,0.58
1601721000,0.62
1601722800,0.56
1601724600,0.53
1601728200,0.5
1601730000,0.56
1601731800,0.53
1601733600,0.56
1601735400,0.63
1601737200,0.6
1601739000,0.62
1601740800,0.42
1601742600,0.51
1601744400,0.53
1601746200,0.41
1601748000,0.36
1601749800,0.42
1601751600,0.4
1601753400,0.49
1601755200,0.5
1601757000,0.44
1601758800,0.44
1601760600,0.49
1601764200,0.45
1601766000,0.46
1601767800,0.42
1601769600,0.51
1601771400,0.57
1601773200,0.6
1601775000,0.62
1601776800,0.56
1601778600,0.56
1601780400,0.56
1601782200,0.56
1601784000,0.5
1601785800,0.58
1601787600,0.6
1601789400,0.51
1601791200,0.46
1601793000,0.51
1601794800,0.51
1601796600,0.61
1601798400,0.67
1601802000,0.62
1601803800,0.61
1601805600,0.57
1601807400,0.49
1601809200,0.4
1601811000,0.35
1601812800,0.36
1601814600,0.39
1601816400,0.49
1601818200,0.52
1601820000,0.55
1601821800,0.5
1601823600,0.58
1601825400,0.51
1601827200,0.52
1601829000,0.48
1601830800,0.38
1601832600,0.4
1601834400,0.38
1601836200,0.44
1601838000,0.37
1601839800,0.23
1601841600,0.25
1601843400,0.33
1601845200,0.37
1601847000,0.46
1601848800,0.44
1601850600,0.46
1601852400,0.47
1601854200,0.42
1601856000,0.42
1601857800,0.5
1601859600,0.64
1601861400,0.5
1601863200,0.51
1601865000,0.53
1601866800,0.55
1601868600,0.64
1601870400,0.62
1601872200,0.55
1601874000,0.58
1601875800,0.51
1601877600,0.51
1601879400,0.59
1601881200,0.74
1601883000,0.66
1601884800,0.67
1601886600,0.7
1601888400,0.72
1601890200,0.62
1601892000,0.59
1601893800,0.66
1601895600,0.66
1601897400,0.7
1601899200,0.56
1601901000,0.3
1601902800,0.31
1601904600,0.46
1601906400,0.56
1601908200,0.58
1601910000,0.6
1601911800,0.59
1601913600,0.65
1601915400,0.62
1601917200,0.63
1601919000,0.67
1601920800,0.57
1601922600,0.57
1601924400,0.55
1601926200,0.56
1601928000,0.44
1601929800,0.37
1601931600,0.4
1601933400,0.41
1601935200,0.42
1601937000,0.43
1601938800,0.4
1601940600,0.4
1601942400,0.4
1601944200,0.37
1601946000,0.34
1601947800,0.26
1601949600,0.26
1601951400,0.26
1601953200,0.28
1601955000,0.4
1601956800,0.47
1601958600,0.42
1601960400,0.41
1601962200,0.43
1601964000,0.42
1601965800,0.59
1601967600,0.53
1601969400,0.63
1601971200,0.56
1601973000,0.61
1601974800,0.73
1601976600,0.76
1601978400,0.72
1601980200,0.81
1601982000,0.93
1601983800,0.94
1601985600,0.85
1601987400,0.82
1601989200,0.8
1601991000,0.61
1601992800,0.73
1601994600,0.78
1601996400,0.69
1601998200,0.76
1602000000,0.87
1602001800,0.81
1602003600,1.04
1602005400,0.86
1602007200,1.03
1602009000,1.06
1602010800,1.03
1602012600,1.11
1602014400,1.13
1602016200,0.84
1602018000,0.61
1602019800,0.67
1602021600,0.92
1602023400,1.2
1602025200,1.09
1602027000,1.19
1602028800,1.1
1602030600,0.81
1602032400,0.63
1602034200,0.67
1602036000,0.63
1602037800,0.53
1602039600,0.51
1602041400,0.71
1602043200,0.92
1602045000,1.16
1602046800,1.12
1602048600,1.18
1602050400,0.9
1602052200,1.18
1602054000,1.38
1602055800,1.28
1602057600,1.07
1602059400,1.07
1602061200,1.13
1602063000,1.22
1602064800,1.17
1602066600,1.12
1602068400,0.96
1602070200,0.95
1602072000,1.18
1602073800,1.17
1602075600,0.86
1602077400,0.63
1602079200,0.59
1602081000,0.63
1602082800,0.63
1602084600,0.79
1602086400,0.73
1602088200,0.87
1602090000,0.83
1602091800,0.88
1602093600,0.79
1602095400,0.68
1602097200,0.83
1602099000,0.8
1602100800,0.76
1602102600,0.87
1602104400,0.75
1602106200,0.68
1602108000,0.57
1602109800,0.41
1602111600,0.46
1602113400,0.53
1602115200,0.49
1602117000,0.47
1602118800,0.38
1602120600,0.38
1602122400,0.4
1602124200,0.38
1602126000,0.42
1602127800,0.57
1602129600,0.6
1602131400,0.63
1602133200,0.76
1602135000,0.63
1602136800,0.63
1602138600,0.87
1602140400,0.95
1602142200,0.86
1602144000,0.88
1602145800,0.9
1602147600,0.88
1602149400,1.01
1602151200,1.15
1602153000,1.17
1602154800,1.11
1602156600,1.13
1602158400,1.27
1602160200,1.23
1602162000,1.18
1602163800,1.16
1602165600,0.89
1602167400,0.72
1602169200,0.64
1602171000,0.63
1602172800,0.68
